"","x"
"7723","Srsf4"
"7724","Srsf5"
"7725","Srsf6"
"7726","Srsf7"
"7727","Srsf9"
"7728","Srxn1"
"7729","Ss18"
"7730","Ssb"
"7731","Ssbp1"
"7732","Ssbp3"
"7733","Ssfa2"
"7734","Ssh1"
"7735","Ssh2"
"7736","Ssna1"
"7737","Ssr1"
"7738","Ssr3"
"7739","Ssr4"
"7740","Ssrp1"
"7741","Sssca1"
"7742","Ssu72"
"7743","Ssx2ip"
"7744","St13"
"7745","St14"
"7746","St3gal4"
"7747","St5"
"7748","St8sia6"
"7749","Stag1"
"7750","Stag2"
"7751","Stag3"
"7752","Stam"
"7753","Stam2"
"7754","Stambp"
"7755","Stambpl1"
"7756","Stard10"
"7757","Stard3"
"7758","Stard3nl"
"7759","Stard4"
"7760","Stard5"
"7761","Stard7"
"7762","Stard9"
"7763","Stat1"
"7764","Stat1"
"7765","Stat2"
"7766","Stat3"
"7767","Stat4"
"7768","Stat5b"
"7769","Stau1"
"7770","Stau2"
"7771","Stc2"
"7772","Steap1"
"7773","Steap3"
"7774","Stil"
"7775","Stim1"
"7776","Stim2"
"7777","Stip1"
"7778","Stk10"
"7779","Stk11"
"7780","Stk11ip"
"7781","Stk16"
"7782","Stk17b"
"7783","Stk24"
"7784","Stk25"
"7785","Stk26"
"7786","Stk3"
"7787","Stk31"
"7788","Stk35"
"7789","Stk38"
"7790","Stk38l"
"7791","Stk39"
"7792","Stk4"
"7793","Stk40"
"7794","Stmn1"
"7795","Stmn2"
"7796","Stom"
"7797","Stoml2"
"7798","Ston1"
"7799","Ston2"
"7800","Stra13"
"7801","Stra8"
"7802","Strada"
"7803","Strap"
"7804","Strbp"
"7805","Strip1"
"7806","Strn"
"7807","Strn3"
"7808","Strn3"
"7809","Strn4"
"7810","Stt3a"
"7811","Stt3b"
"7812","Stub1"
"7813","Stx12"
"7814","Stx16"
"7815","Stx17"
"7816","Stx18"
"7817","Stx3"
"7818","Stx6"
"7819","Stx7"
"7820","Stx8"
"7821","Stxbp1"
"7822","Stxbp2"
"7823","Stxbp3"
"7824","Stxbp5"
"7825","Stxbp6"
"7826","Styx"
"7827","Sub1"
"7828","Sucla2"
"7829","Suclg1"
"7830","Suclg2"
"7831","Suco"
"7832","Suds3"
"7833","Sufu"
"7834","Sugp1"
"7835","Sugp2"
"7836","Sugt1"
"7837","Sulf1"
"7838","Sulf2"
"7839","Sumf1"
"7840","Sumf2"
"7841","Sumo1"
"7842","Sumo2"
"7843","Sumo3"
"7844","Sumo3"
"7845","Sun1"
"7846","Sun2"
"7847","Supt16"
"7848","Supt3"
"7849","Supt7l"
"7850","Supv3l1"
"7851","Surf1"
"7852","Surf2"
"7853","Surf4"
"7854","Surf6"
"7855","Susd2"
"7856","Suv39h1"
"7857","Suv39h2"
"7858","Suv420h1"
"7859","Suv420h2"
"7860","Suz12"
"7861","Sv2a"
"7862","Svil"
"7863","Swap70"
"7864","Swi5"
"7865","Swi5"
"7866","Swsap1"
"7867","Swt1"
"7868","Syap1"
"7869","Syce1"
"7870","Syce2"
"7871","Sycp3"
"7872","Syde2"
"7873","Syf2"
"7874","Syk"
"7875","Sympk"
"7876","Syn1"
"7877","Syncrip"
"7878","Syncrip"
"7879","Syne2"
"7880","Syne3"
"7881","Syne4"
"7882","Syngr1"
"7883","Syngr2"
"7884","Synj1"
"7885","Synm"
"7886","Synpo2"
"7887","Synrg"
"7888","Syt13"
"7889","Syt5"
"7890","Sytl1"
"7891","Syvn1"
"7892","Szrd1"
"7893","Szt2"
"7894","Tab1"
"7895","Tab2"
"7896","Tab3"
"7897","Tacc1"
"7898","Tacc2"
"7899","Tacc2"
"7900","Tacc3"
"7901","Taco1"
"7902","Tada1"
"7903","Tada2a"
"7904","Tada2b"
"7905","Tada3"
"7906","Taf1"
"7907","Taf10"
"7908","Taf11"
"7909","Taf12"
"7910","Taf13"
"7911","Taf15"
"7912","Taf1b"
"7913","Taf1c"
"7914","Taf1d"
"7915","Taf2"
"7916","Taf3"
"7917","Taf4a"
"7918","Taf4b"
"7919","Taf5"
"7920","Taf5l"
"7921","Taf6"
"7922","Taf6l"
"7923","Taf7"
"7924","Taf7l"
"7925","Taf8"
"7926","Taf9"
"7927","Taf9"
"7928","Taf9b"
"7929","Tagln"
"7930","Tagln2"
"7931","Tagln3"
"7932","Taldo1"
"7933","Tamm41"
"7934","Tanc1"
"7935","Tanc2"
"7936","Tango2"
"7937","Tango6"
"7938","Taok1"
"7939","Taok2"
"7940","Taok3"
"7941","Tap1"
"7942","Tapt1"
"7943","Tarbp2"
"7944","Tardbp"
"7945","Tardbp"
"7946","Tars"
"7947","Tars2"
"7948","Tarsl2"
"7949","Tasp1"
"7950","Tatdn1"
"7951","Tatdn2"
"7952","Tatdn3"
"7953","Tax1bp1"
"7954","Tax1bp3"
"7955","Tbc1d1"
"7956","Tbc1d10a"
"7957","Tbc1d10b"
"7958","Tbc1d13"
"7959","Tbc1d14"
"7960","Tbc1d15"
"7961","Tbc1d17"
"7962","Tbc1d2"
"7963","Tbc1d20"
"7964","Tbc1d22a"
"7965","Tbc1d22b"
"7966","Tbc1d23"
"7967","Tbc1d23"
"7968","Tbc1d24"
"7969","Tbc1d25"
"7970","Tbc1d2b"
"7971","Tbc1d31"
"7972","Tbc1d32"
"7973","Tbc1d4"
"7974","Tbc1d5"
"7975","Tbc1d7"
"7976","Tbc1d8"
"7977","Tbc1d9b"
"7978","Tbca"
"7979","Tbcb"
"7980","Tbcc"
"7981","Tbccd1"
"7982","Tbcd"
"7983","Tbce"
"7984","Tbcel"
"7985","Tbck"
"7986","Tbk1"
"7987","Tbl1x"
"7988","Tbl1xr1"
"7989","Tbl2"
"7990","Tbl3"
"7991","Tbp"
"7992","Tbpl1"
"7993","Tbrg1"
"7994","Tbrg4"
"7995","Tbx3"
"7996","Tcaf2"
"7997","Tcaim"
"7998","Tcea1"
"7999","Tcea1"
"8000","Tcea3"
"8001","Tceal1"
"8002","Tceal5"
"8003","Tceal8"
"8004","Tceanc"
"8005","Tceb1"
"8006","Tceb2"
"8007","Tceb3"
"8008","Tcerg1"
"8009","Tcf12"
"8010","Tcf20"
"8011","Tcf25"
"8012","Tcf25"
"8013","Tcf3"
"8014","Tcf3"
"8015","Tcf3"
"8016","Tcf3"
"8017","Tcf4"
"8018","Tcf7"
"8019","Tcf7l1"
"8020","Tcf7l2"
"8021","Tchp"
"8022","Tcirg1"
"8023","Tcn2"
"8024","Tcof1"
"8025","Tcp1"
"8026","Tcp11l2"
"8027","Tctex1d2"
"8028","Tctn1"
"8029","Tdg"
"8030","Tdgf1"
"8031","Tdh"
"8032","Tdp1"
"8033","Tdp2"
"8034","Tdpoz3"
"8035","Tdrd12"
"8036","Tdrd3"
"8037","Tdrd3"
"8038","Tdrp"
"8039","Tdrp"
"8040","Tead1"
"8041","Tead2"
"8042","Tead4"
"8043","Tec"
"8044","Tecpr1"
"8045","Tecpr2"
"8046","Tecr"
"8047","Tef"
"8048","Tefm"
"8049","Telo2"
"8050","Ten1"
"8051","Tenm2"
"8052","Tenm3"
"8053","Tenm4"
"8054","Terf1"
"8055","Terf2"
"8056","Terf2ip"
"8057","Tes"
"8058","Tesk2"
"8059","Tet1"
"8060","Tet2"
"8061","Tet2"
"8062","Tet3"
"8063","Tex10"
"8064","Tex11"
"8065","Tex13"
"8066","Tex14"
"8067","Tex15"
"8068","Tex19.1"
"8069","Tex19.2"
"8070","Tex2"
"8071","Tex264"
"8072","Tex30"
"8073","Tfam"
"8074","Tfap2c"
"8075","Tfap4"
"8076","Tfb1m"
"8077","Tfb2m"
"8078","Tfcp2"
"8079","Tfcp2l1"
"8080","Tfdp1"
"8081","Tfdp2"
"8082","Tfe3"
"8083","Tfeb"
"8084","Tfg"
"8085","Tfip11"
"8086","Tfpi"
"8087","Tfpt"
"8088","Tfrc"
"8089","Tgfb1"
"8090","Tgfbr1"
"8091","Tgfbrap1"
"8092","Tgif1"
"8093","Tgif1"
"8094","Tgif2"
"8095","Tgm1"
"8096","Tgm2"
"8097","Tgm3"
"8098","Tgoln1"
"8099","Tgs1"
"8100","Tgtp1"
"8101","Thada"
"8102","Thap1"
"8103","Thap11"
"8104","Thap4"
"8105","Thbs1"
"8106","Thbs3"
"8107","Them4"
"8108","Them6"
"8109","Thg1l"
"8110","Thnsl1"
"8111","Thnsl2"
"8112","Thoc1"
"8113","Thoc2"
"8114","Thoc3"
"8115","Thoc5"
"8116","Thoc6"
"8117","Thoc7"
"8118","Thop1"
"8119","Thrap3"
"8120","Thtpa"
"8121","Thumpd1"
"8122","Thumpd2"
"8123","Thumpd3"
"8124","Thy1"
"8125","Thyn1"
"8126","Tia1"
"8127","Tia1"
"8128","Tial1"
"8129","Tial1"
"8130","Tiam1"
"8131","Ticrr"
"8132","Tigar"
"8133","Tigd2"
"8134","Timeless"
"8135","Timm10"
"8136","Timm10b"
"8137","Timm13"
"8138","Timm17a"
"8139","Timm17b"
"8140","Timm21"
"8141","Timm22"
"8142","Timm23"
"8143","Timm44"
"8144","Timm50"
"8145","Timm8a1"
"8146","Timm8a2"
"8147","Timm8b"
"8148","Timm9"
"8149","Timmdc1"
"8150","Timp1"
"8151","Tinf2"
"8152","Tipin"
"8153","Tiprl"
"8154","Tjap1"
"8155","Tjp1"
"8156","Tjp2"
"8157","Tjp3"
"8158","Tk1"
"8159","Tk2"
"8160","Tkt"
"8161","Tktl1"
"8162","Tktl2"
"8163","Tlcd1"
"8164","Tldc1"
"8165","Tle1"
"8166","Tle3"
"8167","Tle4"
"8168","Tlk1"
"8169","Tlk2"
"8170","Tln1"
"8171","Tln2"
"8172","Tlr2"
"8173","Tm2d3"
"8174","Tm7sf2"
"8175","Tm7sf3"
"8176","Tm9sf1"
"8177","Tm9sf2"
"8178","Tm9sf3"
"8179","Tm9sf4"
"8180","Tma16"
"8181","Tma7"
"8182","Tmbim6"
"8183","Tmc6"
"8184","Tmc8"
"8185","Tmcc1"
"8186","Tmcc2"
"8187","Tmcc3"
"8188","Tmco1"
"8189","Tmco4"
"8190","Tmco6"
"8191","Tmed1"
"8192","Tmed10"
"8193","Tmed2"
"8194","Tmed3"
"8195","Tmed4"
"8196","Tmed5"
"8197","Tmed7"
"8198","Tmed8"
"8199","Tmed9"
"8200","Tmeff1"
"8201","Tmem102"
"8202","Tmem104"
"8203","Tmem106a"
"8204","Tmem106b"
"8205","Tmem109"
"8206","Tmem11"
"8207","Tmem115"
"8208","Tmem117"
"8209","Tmem120a"
"8210","Tmem120b"
"8211","Tmem126a"
"8212","Tmem126b"
"8213","Tmem128"
"8214","Tmem131"
"8215","Tmem132a"
"8216","Tmem135"
"8217","Tmem14c"
"8218","Tmem160"
"8219","Tmem161a"
"8220","Tmem161b"
"8221","Tmem165"
"8222","Tmem168"
"8223","Tmem17"
"8224","Tmem175"
"8225","Tmem177"
"8226","Tmem181a"
"8227","Tmem186"
"8228","Tmem19"
"8229","Tmem192"
"8230","Tmem199"
"8231","Tmem2"
"8232","Tmem201"
"8233","Tmem205"
"8234","Tmem206"
"8235","Tmem208"
"8236","Tmem209"
"8237","Tmem214"
"8238","Tmem222"
"8239","Tmem229b"
"8240","Tmem230"
"8241","Tmem231"
"8242","Tmem232"
"8243","Tmem237"
"8244","Tmem238"
"8245","Tmem245"
"8246","Tmem256"
"8247","Tmem258"
"8248","Tmem259"
"8249","Tmem261"
"8250","Tmem263"
"8251","Tmem30a"
"8252","Tmem33"
"8253","Tmem35"
"8254","Tmem38b"
"8255","Tmem39a"
"8256","Tmem39b"
"8257","Tmem41a"
"8258","Tmem41b"
"8259","Tmem42"
"8260","Tmem43"
"8261","Tmem47"
"8262","Tmem50a"
"8263","Tmem51"
"8264","Tmem55a"
"8265","Tmem55b"
"8266","Tmem57"
"8267","Tmem59"
"8268","Tmem63a"
"8269","Tmem63b"
"8270","Tmem70"
"8271","Tmem79"
"8272","Tmem87a"
"8273","Tmem87b"
"8274","Tmem88"
"8275","Tmem9"
"8276","Tmem97"
"8277","Tmem98"
"8278","Tmf1"
"8279","Tmod2"
"8280","Tmod3"
"8281","Tmpo"
"8282","Tmpo"
"8283","Tmpo"
"8284","Tmppe"
"8285","Tmsb10"
"8286","Tmsb15b1"
"8287","Tmsb15l"
"8288","Tmtc3"
"8289","Tmtc4"
"8290","Tmub1"
"8291","Tmub2"
"8292","Tmx1"
"8293","Tmx2"
"8294","Tmx3"
"8295","Tmx4"
"8296","Tnfaip1"
"8297","Tnfaip8"
"8298","Tnfrsf10b"
"8299","Tnfrsf21"
"8300","Tnfrsf22"
"8301","Tnfrsf22"
"8302","Tnfrsf8"
"8303","Tnfsf11"
"8304","Tnik"
"8305","Tnip1"
"8306","Tnip2"
"8307","Tnk1"
"8308","Tnk2"
"8309","Tnks"
"8310","Tnks1bp1"
"8311","Tnks2"
"8312","Tnpo1"
"8313","Tnpo2"
"8314","Tnpo2"
"8315","Tnpo3"
"8316","Tnrc18"
"8317","Tnrc6a"
"8318","Tnrc6b"
"8319","Tnrc6b"
"8320","Tnrc6c"
"8321","Tnrc6c"
"8322","Tnrc6c"
"8323","Tns1"
"8324","Tns2"
"8325","Tns3"
"8326","Tob1"
"8327","Toe1"
"8328","Tollip"
"8329","Tom1"
"8330","Tom1l1"
"8331","Tom1l2"
"8332","Tomm22"
"8333","Tomm34"
"8334","Tomm40"
"8335","Tomm40l"
"8336","Tomm6"
"8337","Tomm7"
"8338","Tomm70a"
"8339","Tonsl"
"8340","Top1"
"8341","Top2a"
"8342","Top2b"
"8343","Top3a"
"8344","Top3b"
"8345","Topbp1"
"8346","Topors"
"8347","Tor1a"
"8348","Tor1aip1"
"8349","Tor1aip2"
"8350","Tor1aip2"
"8351","Tor1b"
"8352","Tor2a"
"8353","Tor3a"
"8354","Tox4"
"8355","Tpbg"
"8356","Tpcn1"
"8357","Tpd52"
"8358","Tpd52"
"8359","Tpd52l1"
"8360","Tpd52l2"
"8361","Tpgs1"
"8362","Tpi1"
"8363","Tpk1"
"8364","Tpm1"
"8365","Tpm1"
"8366","Tpm1"
"8367","Tpm1"
"8368","Tpm1"
"8369","Tpm2"
"8370","Tpm3"
"8371","Tpm3"
"8372","Tpm3-rs7"
"8373","Tpm4"
"8374","Tpmt"
"8375","Tpp1"
"8376","Tpp2"
"8377","Tpp2"
"8378","Tppp3"
"8379","Tpr"
"8380","Tpr"
"8381","Tprkb"
"8382","Tprn"
"8383","Tpst1"
"8384","Tpst2"
"8385","Tpt1"
"8386","Tpx2"
"8387","Tra2a"
"8388","Tra2b"
"8389","Trabd"
"8390","Tradd"
"8391","Traf2"
"8392","Traf3ip1"
"8393","Traf3ip2"
"8394","Traf3ip3"
"8395","Traf4"
"8396","Traf6"
"8397","Traf7"
"8398","Trafd1"
"8399","Traip"
"8400","Trak1"
"8401","Tram1"
"8402","Tram2"
"8403","Trap1"
"8404","Trap1a"
"8405","Trappc1"
"8406","Trappc10"
"8407","Trappc11"
"8408","Trappc12"
"8409","Trappc13"
"8410","Trappc2l"
"8411","Trappc3"
"8412","Trappc4"
"8413","Trappc5"
"8414","Trappc6b"
"8415","Trappc8"
"8416","Trappc9"
"8417","Trdmt1"
"8418","Trerf1"
"8419","Trh"
"8420","Triap1"
"8421","Trim11"
"8422","Trim12c"
"8423","Trim13"
"8424","Trim16"
"8425","Trim2"
"8426","Trim21"
"8427","Trim23"
"8428","Trim24"
"8429","Trim25"
"8430","Trim26"
"8431","Trim27"
"8432","Trim28"
"8433","Trim3"
"8434","Trim32"
"8435","Trim33"
"8436","Trim33"
"8437","Trim34a"
"8438","Trim35"
"8439","Trim36"
"8440","Trim37"
"8441","Trim41"
"8442","Trim43b"
"8443","Trim44"
"8444","Trim56"
"8445","Trim59"
"8446","Trim6"
"8447","Trim67"
"8448","Trim71"
"8449","Trim8"
"8450","Triml2"
"8451","Trio"
"8452","Triobp"
"8453","Triobp"
"8454","Triobp"
"8455","Trip10"
"8456","Trip11"
"8457","Trip12"
"8458","Trip12"
"8459","Trip12"
"8460","Trip12"
"8461","Trip13"
"8462","Trip4"
"8463","Trip6"
"8464","Trit1"
"8465","Trmt1"
"8466","Trmt10a"
"8467","Trmt10c"
"8468","Trmt11"
"8469","Trmt112"
"8470","Trmt13"
"8471","Trmt1l"
"8472","Trmt2a"
"8473","Trmt44"
"8474","Trmt5"
"8475","Trmt6"
"8476","Trmt61a"
"8477","Trmu"
"8478","Trnau1ap"
"8479","Trnt1"
"8480","Tro"
"8481","Troap"
"8482","Trove2"
"8483","Trp53"
"8484","Trp53bp1"
"8485","Trp53i11"
"8486","Trp53inp1"
"8487","Trpc4ap"
"8488","Trpc6"
"8489","Trpm4"
"8490","Trpm7"
"8491","Trps1"
"8492","Trpv2"
"8493","Trrap"
"8494","Trub1"
"8495","Trub2"
"8496","Tsc1"
"8497","Tsc2"
"8498","Tsc22d1"
"8499","Tsc22d1"
"8500","Tsc22d2"
"8501","Tsc22d3"
"8502","Tsc22d4"
"8503","Tsen15"
"8504","Tsen2"
"8505","Tsen34"
"8506","Tsen54"
"8507","Tsfm"
"8508","Tsg101"
"8509","Tshz3"
"8510","Tsku"
"8511","Tsn"
"8512","Tsnax"
"8513","Tspan13"
"8514","Tspan14"
"8515","Tspan31"
"8516","Tspan5"
"8517","Tspan6"
"8518","Tspan7"
"8519","Tspyl1"
"8520","Tspyl2"
"8521","Tspyl4"
"8522","Tsr1"
"8523","Tsr1"
"8524","Tsr2"
"8525","Tsr2"
"8526","Tsr3"
"8527","Tssc1"
"8528","Tssc4"
"8529","Tst"
"8530","Tsta3"
"8531","Tstd2"
"8532","Tstd3"
"8533","Ttc1"
"8534","Ttc12"
"8535","Ttc13"
"8536","Ttc14"
"8537","Ttc17"
"8538","Ttc19"
"8539","Ttc21a"
"8540","Ttc21b"
"8541","Ttc26"
"8542","Ttc27"
"8543","Ttc28"
"8544","Ttc3"
"8545","Ttc30a1"
"8546","Ttc32"
"8547","Ttc33"
"8548","Ttc37"
"8549","Ttc38"
"8550","Ttc39b"
"8551","Ttc39b"
"8552","Ttc39c"
"8553","Ttc4"
"8554","Ttc5"
"8555","Ttc7b"
"8556","Ttc9c"
"8557","Ttf1"
"8558","Ttf2"
"8559","Tti1"
"8560","Tti2"
"8561","Ttk"
"8562","Ttl"
"8563","Ttll12"
"8564","Ttll4"
"8565","Ttll5"
"8566","Ttn"
"8567","Ttpa"
"8568","Ttyh2"
"8569","Tuba1a"
"8570","Tuba1b"
"8571","Tuba1c"
"8572","Tuba3a"
"8573","Tuba4a"
"8574","Tuba8"
"8575","Tubb2a"
"8576","Tubb2b"
"8577","Tubb3"
"8578","Tubb4a"
"8579","Tubb4b"
"8580","Tubb5"
"8581","Tubb5"
"8582","Tubb6"
"8583","Tube1"
"8584","Tubg1"
"8585","Tubgcp2"
"8586","Tubgcp3"
"8587","Tubgcp4"
"8588","Tubgcp5"
"8589","Tubgcp6"
"8590","Tufm"
"8591","Tuft1"
"8592","Tulp1"
"8593","Tulp3"
"8594","Tusc1"
"8595","Tut1"
"8596","Twf1"
"8597","Twf2"
"8598","Twistnb"
"8599","Twsg1"
"8600","Txlna"
"8601","Txlnb"
"8602","Txlng"
"8603","Txn2"
"8604","Txndc11"
"8605","Txndc12"
"8606","Txndc15"
"8607","Txndc16"
"8608","Txndc17"
"8609","Txndc5"
"8610","Txndc9"
"8611","Txnip"
"8612","Txnl1"
"8613","Txnl4a"
"8614","Txnl4b"
"8615","Txnrd1"
"8616","Txnrd2"
"8617","Txnrd3"
"8618","Tyk2"
"8619","Tyms"
"8620","Tyro3"
"8621","Tysnd1"
"8622","Tyw1"
"8623","Tyw3"
"8624","Tyw5"
"8625","U2af1"
"8626","U2af2"
"8627","U2surp"
"8628","U2surp"
"8629","Uaca"
"8630","Uap1"
"8631","Uap1l1"
"8632","Uba1"
"8633","Uba1y"
"8634","Uba2"
"8635","Uba3"
"8636","Uba3"
"8637","Uba5"
"8638","Uba6"
"8639","Uba6"
"8640","Ubac1"
"8641","Ubac2"
"8642","Ubald1"
"8643","Ubap1"
"8644","Ubap2"
"8645","Ubap2"
"8646","Ubap2l"
"8647","Ubap2l"
"8648","Ubap2l"
"8649","Ubc"
"8650","Ube2a"
"8651","Ube2b"
"8652","Ube2c"
"8653","Ube2d1"
"8654","Ube2e1"
"8655","Ube2e2"
"8656","Ube2e3"
"8657","Ube2f"
"8658","Ube2g1"
"8659","Ube2g2"
"8660","Ube2h"
"8661","Ube2i"
"8662","Ube2j1"
"8663","Ube2j2"
"8664","Ube2k"
"8665","Ube2l3"
"8666","Ube2l6"
"8667","Ube2m"
"8668","Ube2m"
"8669","Ube2n"
"8670","Ube2o"
"8671","Ube2q1"
"8672","Ube2q2"
"8673","Ube2r2"
"8674","Ube2s"
"8675","Ube2t"
"8676","Ube2v1"
"8677","Ube2v2"
"8678","Ube2w"
"8679","Ube2z"
"8680","Ube3a"
"8681","Ube3b"
"8682","Ube3c"
"8683","Ube4a"
"8684","Ube4b"
"8685","Ubfd1"
"8686","Ubiad1"
"8687","Ubl3"
"8688","Ubl4a"
"8689","Ubl5"
"8690","Ubl7"
"8691","Ublcp1"
"8692","Ubn1"
"8693","Ubn2"
"8694","Ubox5"
"8695","Ubp1"
"8696","Ubqln1"
"8697","Ubqln1"
"8698","Ubqln2"
"8699","Ubqln4"
"8700","Ubr1"
"8701","Ubr2"
"8702","Ubr2"
"8703","Ubr3"
"8704","Ubr3"
"8705","Ubr4"
"8706","Ubr5"
"8707","Ubr7"
"8708","Ubtd1"
"8709","Ubtd2"
"8710","Ubtf"
"8711","Ubtf"
"8712","Ubxn1"
"8713","Ubxn10"
"8714","Ubxn2a"
"8715","Ubxn2b"
"8716","Ubxn4"
"8717","Ubxn6"
"8718","Ubxn6"
"8719","Ubxn7"
"8720","Ubxn7"
"8721","Ubxn8"
"8722","Uchl1"
"8723","Uchl3"
"8724","Uchl5"
"8725","Uchl5"
"8726","Uck1"
"8727","Uck1"
"8728","Uck2"
"8729","Uckl1"
"8730","Ucp2"
"8731","Ufc1"
"8732","Ufd1l"
"8733","Ufl1"
"8734","Ufm1"
"8735","Ufsp1"
"8736","Ufsp2"
"8737","Ugcg"
"8738","Ugdh"
"8739","Uggt1"
"8740","Uggt1"
"8741","Ugp2"
"8742","Uhrf1"
"8743","Uhrf1bp1"
"8744","Uhrf1bp1l"
"8745","Uhrf2"
"8746","Uimc1"
"8747","Ulk1"
"8748","Ulk3"
"8749","Umad1"
"8750","Umps"
"8751","Unc119"
"8752","Unc119b"
"8753","Unc13b"
"8754","Unc45a"
"8755","Unc5b"
"8756","Ung"
"8757","Ung"
"8758","Unk"
"8759","Unkl"
"8760","Upf1"
"8761","Upf2"
"8762","Upf2"
"8763","Upf3a"
"8764","Upf3b"
"8765","Upf3b"
"8766","Upp1"
"8767","Uprt"
"8768","Uqcc1"
"8769","Uqcc2"
"8770","Uqcc3"
"8771","Uqcr10"
"8772","Uqcr11"
"8773","Uqcrb"
"8774","Uqcrc1"
"8775","Uqcrc2"
"8776","Uqcrfs1"
"8777","Uqcrh"
"8778","Uqcrq"
"8779","Urah"
"8780","Urb1"
"8781","Urb2"
"8782","Urgcp"
"8783","Uri1"
"8784","Urm1"
"8785","Urod"
"8786","Uros"
"8787","Usb1"
"8788","Use1"
"8789","Usf1"
"8790","Usf2"
"8791","Ush1c"
"8792","Usmg5"
"8793","Uso1"
"8794","Usp1"
"8795","Usp10"
"8796","Usp10"
"8797","Usp11"
"8798","Usp13"
"8799","Usp14"
"8800","Usp15"
"8801","Usp16"
"8802","Usp17lb"
"8803","Usp17lc"
"8804","Usp17le"
"8805","Usp19"
"8806","Usp21"
"8807","Usp22"
"8808","Usp24"
"8809","Usp26"
"8810","Usp28"
"8811","Usp29"
"8812","Usp3"
"8813","Usp30"
"8814","Usp32"
"8815","Usp33"
"8816","Usp34"
"8817","Usp35"
"8818","Usp36"
"8819","Usp37"
"8820","Usp38"
"8821","Usp39"
"8822","Usp4"
"8823","Usp40"
"8824","Usp42"
"8825","Usp43"
"8826","Usp44"
"8827","Usp45"
"8828","Usp46"
"8829","Usp47"
"8830","Usp48"
"8831","Usp48"
"8832","Usp48"
"8833","Usp5"
"8834","Usp53"
"8835","Usp54"
"8836","Usp6nl"
"8837","Usp7"
"8838","Usp7"
"8839","Usp8"
"8840","Usp9x"
"8841","Usp9x"
"8842","Usp9y"
"8843","Uspl1"
"8844","Uspl1"
"8845","Utf1"
"8846","Utp11l"
"8847","Utp14a"
"8848","Utp14b"
"8849","Utp15"
"8850","Utp18"
"8851","Utp20"
"8852","Utp23"
"8853","Utp3"
"8854","Utp6"
"8855","Utrn"
"8856","Uty"
"8857","Uvrag"
"8858","Uxs1"
"8859","Uxt"
"8860","Vac14"
"8861","Vamp2"
"8862","Vamp3"
"8863","Vamp4"
"8864","Vamp8"
"8865","Vangl1"
"8866","Vangl2"
"8867","Vapa"
"8868","Vapb"
"8869","Vars"
"8870","Vars2"
"8871","Vash2"
"8872","Vasn"
"8873","Vasp"
"8874","Vat1"
"8875","Vat1l"
"8876","Vav2"
"8877","Vax2"
"8878","Vbp1"
"8879","Vcan"
"8880","Vcl"
"8881","Vcp"
"8882","Vcpip1"
"8883","Vcpkmt"
"8884","Vdac1"
"8885","Vdac2"
"8886","Vdac2"
"8887","Vdac3"
"8888","Vegfc"
"8889","Vezf1"
"8890","Vezt"
"8891","Vhl"
"8892","Vil1"
"8893","Vim"
"8894","Vimp"
"8895","Vipas39"
"8896","Vkorc1l1"
"8897","Vmac"
"8898","Vmp1"
"8899","Vprbp"
"8900","Vps11"
"8901","Vps13a"
"8902","Vps13b"
"8903","Vps13c"
"8904","Vps13d"
"8905","Vps16"
"8906","Vps18"
"8907","Vps25"
"8908","Vps26a"
"8909","Vps26b"
"8910","Vps29"
"8911","Vps29"
"8912","Vps33a"
"8913","Vps33b"
"8914","Vps35"
"8915","Vps36"
"8916","Vps37a"
"8917","Vps37b"
"8918","Vps37c"
"8919","Vps39"
"8920","Vps41"
"8921","Vps45"
"8922","Vps4a"
"8923","Vps4b"
"8924","Vps51"
"8925","Vps52"
"8926","Vps53"
"8927","Vps54"
"8928","Vps72"
"8929","Vps8"
"8930","Vps9d1"
"8931","Vrk1"
"8932","Vrk2"
"8933","Vrk3"
"8934","Vrtn"
"8935","Vta1"
"8936","Vti1a"
"8937","Vti1b"
"8938","Vwa5a"
"8939","Vwa8"
"8940","Vwa9"
"8941","Vwde"
"8942","Wac"
"8943","Wars"
"8944","Wars2"
"8945","Wasf1"
"8946","Wasf2"
"8947","Wasf3"
"8948","Wash1"
"8949","Wasl"
"8950","Wbp11"
"8951","Wbp2"
"8952","Wbp2nl"
"8953","Wbp4"
"8954","Wbp5"
"8955","Wbscr16"
"8956","Wbscr22"
"8957","Wbscr27"
"8958","Wdfy1"
"8959","Wdfy2"
"8960","Wdfy3"
"8961","Wdhd1"
"8962","Wdr1"
"8963","Wdr11"
"8964","Wdr12"
"8965","Wdr13"
"8966","Wdr18"
"8967","Wdr19"
"8968","Wdr20"
"8969","Wdr24"
"8970","Wdr26"
"8971","Wdr26"
"8972","Wdr3"
"8973","Wdr33"
"8974","Wdr34"
"8975","Wdr35"
"8976","Wdr36"
"8977","Wdr37"
"8978","Wdr4"
"8979","Wdr41"
"8980","Wdr43"
"8981","Wdr44"
"8982","Wdr45"
"8983","Wdr45b"
"8984","Wdr46"
"8985","Wdr47"
"8986","Wdr48"
"8987","Wdr5"
"8988","Wdr53"
"8989","Wdr54"
"8990","Wdr55"
"8991","Wdr59"
"8992","Wdr6"
"8993","Wdr60"
"8994","Wdr61"
"8995","Wdr62"
"8996","Wdr66"
"8997","Wdr7"
"8998","Wdr70"
"8999","Wdr73"
"9000","Wdr74"
