"","x"
"3903","Kat8"
"3904","Katna1"
"3905","Katnal2"
"3906","Katnb1"
"3907","Katnbl1"
"3908","Kazn"
"3909","Kbtbd11"
"3910","Kbtbd2"
"3911","Kbtbd4"
"3912","Kbtbd7"
"3913","Kbtbd8"
"3914","Kcmf1"
"3915","Kcnip3"
"3916","Kcnk1"
"3917","Kctd1"
"3918","Kctd10"
"3919","Kctd15"
"3920","Kctd17"
"3921","Kctd18"
"3922","Kctd2"
"3923","Kctd20"
"3924","Kctd3"
"3925","Kctd5"
"3926","Kctd6"
"3927","Kctd9"
"3928","Kdelc1"
"3929","Kdelc2"
"3930","Kdelr2"
"3931","Kdf1"
"3932","Kdm1a"
"3933","Kdm1b"
"3934","Kdm2a"
"3935","Kdm2b"
"3936","Kdm3a"
"3937","Kdm3b"
"3938","Kdm4a"
"3939","Kdm4b"
"3940","Kdm4c"
"3941","Kdm5a"
"3942","Kdm5b"
"3943","Kdm5c"
"3944","Kdm5c"
"3945","Kdm6a"
"3946","Kdm6b"
"3947","Kdm7a"
"3948","Kdm8"
"3949","Kdsr"
"3950","Keap1"
"3951","Khdc3"
"3952","Khdc3"
"3953","Khdrbs1"
"3954","Khdrbs3"
"3955","Khnyn"
"3956","Khsrp"
"3957","Kidins220"
"3958","Kif11"
"3959","Kif13a"
"3960","Kif13b"
"3961","Kif14"
"3962","Kif15"
"3963","Kif16b"
"3964","Kif18a"
"3965","Kif18b"
"3966","Kif1a"
"3967","Kif1b"
"3968","Kif1b"
"3969","Kif1c"
"3970","Kif20a"
"3971","Kif20b"
"3972","Kif21a"
"3973","Kif21b"
"3974","Kif22"
"3975","Kif23"
"3976","Kif24"
"3977","Kif2a"
"3978","Kif2c"
"3979","Kif3a"
"3980","Kif3b"
"3981","Kif4"
"3982","Kif5a"
"3983","Kif5b"
"3984","Kif5c"
"3985","Kif7"
"3986","Kifap3"
"3987","Kifc1"
"3988","Kifc3"
"3989","Kifc5b"
"3990","Kin"
"3991","Kirrel"
"3992","Kit"
"3993","Kiz"
"3994","Klc1"
"3995","Klc1"
"3996","Klc2"
"3997","Klc3"
"3998","Klc4"
"3999","Klf10"
"4000","Klf12"
"4001","Klf13"
"4002","Klf16"
"4003","Klf2"
"4004","Klf3"
"4005","Klf4"
"4006","Klf4"
"4007","Klf5"
"4008","Klf8"
"4009","Klf9"
"4010","Klhdc10"
"4011","Klhdc2"
"4012","Klhdc3"
"4013","Klhdc4"
"4014","Klhdc4"
"4015","Klhdc7a"
"4016","Klhl11"
"4017","Klhl12"
"4018","Klhl13"
"4019","Klhl13"
"4020","Klhl22"
"4021","Klhl24"
"4022","Klhl25"
"4023","Klhl26"
"4024","Klhl42"
"4025","Klhl7"
"4026","Klhl8"
"4027","Klhl9"
"4028","Kmt2a"
"4029","Kmt2b"
"4030","Kmt2c"
"4031","Kmt2d"
"4032","Kndc1"
"4033","Knop1"
"4034","Knstrn"
"4035","Kntc1"
"4036","Kpna1"
"4037","Kpna2"
"4038","Kpna2"
"4039","Kpna3"
"4040","Kpna4"
"4041","Kpna6"
"4042","Kpnb1"
"4043","Kptn"
"4044","Kras"
"4045","Kras"
"4046","Krcc1"
"4047","Kri1"
"4048","Krit1"
"4049","Krr1"
"4050","Krt18"
"4051","Krt8"
"4052","Krtcap2"
"4053","Ksr1"
"4054","Kti12"
"4055","Ktn1"
"4056","Ktn1"
"4057","Ktn1"
"4058","Ktn1"
"4059","Kxd1"
"4060","Kxd1"
"4061","Kynu"
"4062","L1td1"
"4063","L2hgdh"
"4064","L3mbtl2"
"4065","L3mbtl3"
"4066","Lacc1"
"4067","Lace1"
"4068","Lactb"
"4069","Lactb2"
"4070","Lad1"
"4071","Lage3"
"4072","Lama1"
"4073","Lama5"
"4074","Lamb1"
"4075","Lamb2"
"4076","Lamc1"
"4077","Lamc1"
"4078","Lamc2"
"4079","Lamp1"
"4080","Lamp2"
"4081","Lamtor1"
"4082","Lamtor2"
"4083","Lamtor3"
"4084","Lamtor5"
"4085","Lancl1"
"4086","Lancl2"
"4087","Lap3"
"4088","Laptm5"
"4089","Larp1"
"4090","Larp1b"
"4091","Larp4"
"4092","Larp4"
"4093","Larp4b"
"4094","Larp7"
"4095","Lars"
"4096","Lars2"
"4097","Las1l"
"4098","Lasp1"
"4099","Lasp1"
"4100","Lats1"
"4101","Lbh"
"4102","Lbr"
"4103","Lca5"
"4104","Lclat1"
"4105","Lcmt1"
"4106","Lcmt2"
"4107","Lcor"
"4108","Lcorl"
"4109","Lcp1"
"4110","Lct"
"4111","Ldb1"
"4112","Ldha"
"4113","Ldha"
"4114","Ldhb"
"4115","Ldhc"
"4116","Ldlr"
"4117","Ldlrap1"
"4118","Lef1"
"4119","Lef1"
"4120","Lefty1"
"4121","Lefty2"
"4122","Lemd2"
"4123","Lemd3"
"4124","Leng1"
"4125","Leng8"
"4126","Leng9"
"4127","Leo1"
"4128","Leprot"
"4129","Leprotl1"
"4130","Letm1"
"4131","Letmd1"
"4132","Lgals1"
"4133","Lgals3"
"4134","Lgals7"
"4135","Lgals8"
"4136","Lgalsl"
"4137","Lgmn"
"4138","Lgr4"
"4139","Lhpp"
"4140","Lias"
"4141","Lifr"
"4142","Lig1"
"4143","Lig1"
"4144","Lig1"
"4145","Lig3"
"4146","Lig3"
"4147","Lima1"
"4148","Limch1"
"4149","Limd1"
"4150","Limd2"
"4151","Limk1"
"4152","Limk2"
"4153","Lims1"
"4154","Lin28a"
"4155","Lin28b"
"4156","Lin37"
"4157","Lin52"
"4158","Lin7c"
"4159","Lin9"
"4160","Lipe"
"4161","Lipt1"
"4162","Lipt2"
"4163","Llgl1"
"4164","Llgl2"
"4165","Llph"
"4166","Lman1"
"4167","Lman2"
"4168","Lman2l"
"4169","Lmbrd1"
"4170","Lmbrd2"
"4171","Lmf1"
"4172","Lmf2"
"4173","Lmln"
"4174","Lmna"
"4175","Lmnb1"
"4176","Lmnb2"
"4177","Lmo4"
"4178","Lmo7"
"4179","Lmo7"
"4180","Lmo7"
"4181","Lmtk2"
"4182","Lnp"
"4183","Lnpep"
"4184","Lnx1"
"4185","Lnx2"
"4186","Lonp1"
"4187","Lonp2"
"4188","Lonrf1"
"4189","Lor"
"4190","Lpar1"
"4191","Lpar2"
"4192","Lpcat1"
"4193","Lpcat3"
"4194","Lpcat4"
"4195","Lpgat1"
"4196","Lpin1"
"4197","Lpin3"
"4198","Lpl"
"4199","Lpp"
"4200","Lrba"
"4201","Lrch1"
"4202","Lrch2"
"4203","Lrch3"
"4204","Lrch4"
"4205","Lrfn1"
"4206","Lrif1"
"4207","Lrig1"
"4208","Lrig2"
"4209","Lrmp"
"4210","Lrp1"
"4211","Lrp2"
"4212","Lrp5"
"4213","Lrp6"
"4214","Lrpap1"
"4215","Lrpprc"
"4216","Lrr1"
"4217","Lrrc1"
"4218","Lrrc14"
"4219","Lrrc15"
"4220","Lrrc16a"
"4221","Lrrc16a"
"4222","Lrrc16a"
"4223","Lrrc20"
"4224","Lrrc31"
"4225","Lrrc34"
"4226","Lrrc40"
"4227","Lrrc41"
"4228","Lrrc42"
"4229","Lrrc47"
"4230","Lrrc57"
"4231","Lrrc59"
"4232","Lrrc8a"
"4233","Lrrc8c"
"4234","Lrrc8d"
"4235","Lrrcc1"
"4236","Lrrfip1"
"4237","Lrrfip1"
"4238","Lrrfip1"
"4239","Lrrn4"
"4240","Lrsam1"
"4241","Lsg1"
"4242","Lsm1"
"4243","Lsm10"
"4244","Lsm11"
"4245","Lsm12"
"4246","Lsm14a"
"4247","Lsm14b"
"4248","Lsm14b"
"4249","Lsm2"
"4250","Lsm3"
"4251","Lsm4"
"4252","Lsm5"
"4253","Lsm5"
"4254","Lsm6"
"4255","Lsm7"
"4256","Lsm8"
"4257","Lsr"
"4258","Lss"
"4259","Lta4h"
"4260","Ltbp4"
"4261","Ltn1"
"4262","Ltv1"
"4263","Luc7l"
"4264","Luc7l2"
"4265","Luc7l3"
"4266","Lurap1"
"4267","Luzp1"
"4268","Lxn"
"4269","Ly6a"
"4270","Ly6e"
"4271","Ly75"
"4272","Lyar"
"4273","Lyn"
"4274","Lypla1"
"4275","Lypla1"
"4276","Lypla2"
"4277","Lyplal1"
"4278","Lyrm2"
"4279","Lyrm4"
"4280","Lyrm5"
"4281","Lyrm7"
"4282","Lyrm9"
"4283","Lysmd2"
"4284","Lysmd3"
"4285","Lysmd4"
"4286","Lyst"
"4287","Lzic"
"4288","Lztfl1"
"4289","Lztr1"
"4290","Lzts2"
"4291","M1ap"
"4292","M6pr"
"4293","Macf1"
"4294","Macf1"
"4295","Macf1"
"4296","Macf1"
"4297","Macf1"
"4298","Macrod1"
"4299","Mad1l1"
"4300","Mad2l1"
"4301","Mad2l1bp"
"4302","Mad2l2"
"4303","Madd"
"4304","Madd"
"4305","Maea"
"4306","Mael"
"4307","Maf1"
"4308","Maff"
"4309","Mafg"
"4310","Magea2"
"4311","Mageb16"
"4312","Mageb4"
"4313","Maged1"
"4314","Maged2"
"4315","Mageh1"
"4316","Magel2"
"4317","Magi1"
"4318","Magi3"
"4319","Magoh"
"4320","Magohb"
"4321","Magt1"
"4322","Mak16"
"4323","Mal2"
"4324","Malsu1"
"4325","Malt1"
"4326","Maml1"
"4327","Maml2"
"4328","Man1a2"
"4329","Man1b1"
"4330","Man2a1"
"4331","Man2b1"
"4332","Man2b2"
"4333","Man2c1"
"4334","Manba"
"4335","Manba"
"4336","Manbal"
"4337","Manea"
"4338","Maneal"
"4339","Manf"
"4340","Maoa"
"4341","Maob"
"4342","Map10"
"4343","Map1a"
"4344","Map1b"
"4345","Map1lc3a"
"4346","Map1lc3b"
"4347","Map1s"
"4348","Map2"
"4349","Map2"
"4350","Map2k1"
"4351","Map2k2"
"4352","Map2k3"
"4353","Map2k4"
"4354","Map2k5"
"4355","Map2k6"
"4356","Map2k6"
"4357","Map2k7"
"4358","Map3k1"
"4359","Map3k11"
"4360","Map3k15"
"4361","Map3k19"
"4362","Map3k2"
"4363","Map3k3"
"4364","Map3k4"
"4365","Map3k5"
"4366","Map3k6"
"4367","Map3k7"
"4368","Map3k8"
"4369","Map3k9"
"4370","Map4"
"4371","Map4"
"4372","Map4k1"
"4373","Map4k2"
"4374","Map4k3"
"4375","Map4k4"
"4376","Map4k4"
"4377","Map4k4"
"4378","Map4k5"
"4379","Map6"
"4380","Map7"
"4381","Map7d1"
"4382","Map7d1"
"4383","Map7d2"
"4384","Map9"
"4385","Mapk1"
"4386","Mapk10"
"4387","Mapk12"
"4388","Mapk13"
"4389","Mapk14"
"4390","Mapk14"
"4391","Mapk15"
"4392","Mapk1ip1l"
"4393","Mapk3"
"4394","Mapk4"
"4395","Mapk6"
"4396","Mapk7"
"4397","Mapk8"
"4398","Mapk8ip3"
"4399","Mapk9"
"4400","Mapkap1"
"4401","Mapkapk2"
"4402","Mapkapk3"
"4403","Mapkapk5"
"4404","Mapkbp1"
"4405","Mapre1"
"4406","Mapre2"
"4407","Mapt"
"4408","Mapt"
"4409","Marc2"
"4410","March5"
"4411","March6"
"4412","March7"
"4413","Marcks"
"4414","Marcksl1"
"4415","Marf1"
"4416","Mark2"
"4417","Mark3"
"4418","Mark4"
"4419","Mars"
"4420","Mars"
"4421","Mars2"
"4422","Marveld2"
"4423","Marveld3"
"4424","Mast1"
"4425","Mast2"
"4426","Mast3"
"4427","Mast4"
"4428","Mastl"
"4429","Mat2a"
"4430","Mat2b"
"4431","Mat2b"
"4432","Matr3"
"4433","Matr3"
"4434","Matr3"
"4435","Mau2"
"4436","Mavs"
"4437","Max"
"4438","Maz"
"4439","Mb21d1"
"4440","Mb21d2"
"4441","Mbd1"
"4442","Mbd2"
"4443","Mbd3"
"4444","Mbd4"
"4445","Mbd5"
"4446","Mbd6"
"4447","Mbip"
"4448","Mbnl1"
"4449","Mbnl2"
"4450","Mboat7"
"4451","Mbtd1"
"4452","Mbtps1"
"4453","Mcam"
"4454","Mcat"
"4455","Mcc"
"4456","Mccc1"
"4457","Mccc2"
"4458","Mcee"
"4459","Mcf2"
"4460","Mcf2l"
"4461","Mcfd2"
"4462","Mcl1"
"4463","Mcm10"
"4464","Mcm2"
"4465","Mcm3"
"4466","Mcm3ap"
"4467","Mcm4"
"4468","Mcm5"
"4469","Mcm6"
"4470","Mcm7"
"4471","Mcm8"
"4472","Mcm9"
"4473","Mcmbp"
"4474","Mcoln1"
"4475","Mcph1"
"4476","Mcrs1"
"4477","Mcts1"
"4478","Mcts2"
"4479","Mcu"
"4480","Mdc1"
"4481","Mdh1"
"4482","Mdh2"
"4483","Mdk"
"4484","Mdm1"
"4485","Mdm2"
"4486","Mdm4"
"4487","Mdm4"
"4488","Mdn1"
"4489","Mdp1"
"4490","Me1"
"4491","Me2"
"4492","Mea1"
"4493","Meaf6"
"4494","Mecp2"
"4495","Mecp2"
"4496","Mecp2"
"4497","Mecr"
"4498","Med1"
"4499","Med10"
"4500","Med11"
"4501","Med12"
"4502","Med13"
"4503","Med13l"
"4504","Med14"
"4505","Med15"
"4506","Med16"
"4507","Med17"
"4508","Med18"
"4509","Med19"
"4510","Med20"
"4511","Med21"
"4512","Med22"
"4513","Med23"
"4514","Med24"
"4515","Med25"
"4516","Med26"
"4517","Med27"
"4518","Med28"
"4519","Med29"
"4520","Med30"
"4521","Med31"
"4522","Med4"
"4523","Med6"
"4524","Med7"
"4525","Med8"
"4526","Med9"
"4527","Mef2d"
"4528","Megf8"
"4529","Meis2"
"4530","Melk"
"4531","Memo1"
"4532","Men1"
"4533","Mepce"
"4534","Mesdc1"
"4535","Mesdc2"
"4536","Mest"
"4537","Metap1"
"4538","Metap1d"
"4539","Metap2"
"4540","Metap2"
"4541","Mettl1"
"4542","Mettl10"
"4543","Mettl13"
"4544","Mettl14"
"4545","Mettl15"
"4546","Mettl16"
"4547","Mettl17"
"4548","Mettl18"
"4549","Mettl2"
"4550","Mettl25"
"4551","Mettl3"
"4552","Mettl4"
"4553","Mettl5"
"4554","Mettl6"
"4555","Mettl8"
"4556","Mettl9"
"4557","Mex3a"
"4558","Mex3b"
"4559","Mex3c"
"4560","Mex3d"
"4561","Mfap3"
"4562","Mff"
"4563","Mfge8"
"4564","Mfn1"
"4565","Mfn2"
"4566","Mfsd1"
"4567","Mfsd10"
"4568","Mfsd2a"
"4569","Mfsd5"
"4570","Mga"
"4571","Mgarp"
"4572","Mgat1"
"4573","Mgat2"
"4574","Mgat5"
"4575","Mgea5"
"4576","Mgme1"
"4577","Mgmt"
"4578","Mgrn1"
"4579","Mgst3"
"4580","Mib1"
"4581","Mib2"
"4582","Mical1"
"4583","Mical3"
"4584","Micall1"
"4585","Micu1"
"4586","Micu2"
"4587","Mid1"
"4588","Mid1ip1"
"4589","Midn"
"4590","Mief1"
"4591","Mief2"
"4592","Mien1"
"4593","Mier1"
"4594","Mier2"
"4595","Mier3"
"4596","Mif"
"4597","Mif4gd"
"4598","Mina"
"4599","Mink1"
"4600","Minos1"
"4601","Minpp1"
"4602","Mios"
"4603","Mipep"
"4604","Mipol1"
"4605","Mis12"
"4606","Mis18a"
"4607","Mis18bp1"
"4608","Mitd1"
"4609","Mitf"
"4610","Mki67"
"4611","Mkl1"
"4612","Mkl2"
"4613","Mkln1"
"4614","Mknk1"
"4615","Mknk2"
"4616","Mkrn1"
"4617","Mkrn1"
"4618","Mkrn2"
"4619","Mks1"
"4620","Mlec"
"4621","Mlf2"
"4622","Mlh1"
"4623","Mlh3"
"4624","Mlkl"
"4625","Mllt1"
"4626","Mllt10"
"4627","Mllt11"
"4628","Mllt3"
"4629","Mllt4"
"4630","Mllt4"
"4631","Mllt6"
"4632","Mlst8"
"4633","Mlx"
"4634","Mlxip"
"4635","Mlxipl"
"4636","Mlycd"
"4637","Mmaa"
"4638","Mmab"
"4639","Mmachc"
"4640","Mmadhc"
"4641","Mme"
"4642","Mmgt1"
"4643","Mmp14"
"4644","Mmp25"
"4645","Mmrn2"
"4646","Mms19"
"4647","Mms22l"
"4648","Mnat1"
"4649","Mnd1"
"4650","Mns1"
"4651","Mnt"
"4652","Mob1a"
"4653","Mob1b"
"4654","Mob2"
"4655","Mob3a"
"4656","Mob4"
"4657","Mob4"
"4658","Mocos"
"4659","Mocs1"
"4660","Mocs2"
"4661","Mocs2"
"4662","Mocs3"
"4663","Mogs"
"4664","Mon1a"
"4665","Mon1b"
"4666","Mon2"
"4667","Mon2"
"4668","Morc1"
"4669","Morc2a"
"4670","Morc2b"
"4671","Morc3"
"4672","Morf4l1"
"4673","Morf4l2"
"4674","Mospd2"
"4675","Mospd3"
"4676","Mov10"
"4677","Mpc2"
"4678","Mpdu1"
"4679","Mpdz"
"4680","Mpdz"
"4681","Mpg"
"4682","Mphosph10"
"4683","Mphosph6"
"4684","Mphosph8"
"4685","Mphosph9"
"4686","Mpi"
"4687","Mplkip"
"4688","Mpnd"
"4689","Mpp1"
"4690","Mpp5"
"4691","Mpp6"
"4692","Mpp6"
"4693","Mpp7"
"4694","Mpped2"
"4695","Mprip"
"4696","Mpst"
"4697","Mpv17l2"
"4698","Mpzl1"
"4699","Mpzl1"
"4700","Mras"
"4701","Mrc2"
"4702","Mre11a"
"4703","Mreg"
"4704","Mrfap1"
"4705","Mrgbp"
"4706","Mri1"
"4707","Mrm1"
"4708","Mroh1"
"4709","Mrpl1"
"4710","Mrpl10"
"4711","Mrpl11"
"4712","Mrpl12"
"4713","Mrpl13"
"4714","Mrpl14"
"4715","Mrpl15"
"4716","Mrpl16"
"4717","Mrpl17"
"4718","Mrpl18"
"4719","Mrpl19"
"4720","Mrpl2"
"4721","Mrpl20"
"4722","Mrpl21"
"4723","Mrpl22"
"4724","Mrpl23"
"4725","Mrpl24"
"4726","Mrpl27"
"4727","Mrpl28"
"4728","Mrpl3"
"4729","Mrpl30"
"4730","Mrpl32"
"4731","Mrpl34"
"4732","Mrpl35"
"4733","Mrpl37"
"4734","Mrpl38"
"4735","Mrpl39"
"4736","Mrpl4"
"4737","Mrpl40"
"4738","Mrpl41"
"4739","Mrpl42"
"4740","Mrpl43"
"4741","Mrpl44"
"4742","Mrpl45"
"4743","Mrpl46"
"4744","Mrpl47"
"4745","Mrpl48"
"4746","Mrpl49"
"4747","Mrpl50"
"4748","Mrpl51"
"4749","Mrpl52"
"4750","Mrpl54"
"4751","Mrpl55"
"4752","Mrpl57"
"4753","Mrpl9"
"4754","Mrps10"
"4755","Mrps11"
"4756","Mrps12"
"4757","Mrps14"
"4758","Mrps15"
"4759","Mrps16"
"4760","Mrps17"
"4761","Mrps18a"
"4762","Mrps18b"
"4763","Mrps18c"
"4764","Mrps2"
"4765","Mrps21"
"4766","Mrps22"
"4767","Mrps23"
"4768","Mrps24"
"4769","Mrps25"
"4770","Mrps26"
"4771","Mrps27"
"4772","Mrps28"
"4773","Mrps30"
"4774","Mrps31"
"4775","Mrps33"
"4776","Mrps34"
"4777","Mrps35"
"4778","Mrps36"
"4779","Mrps5"
"4780","Mrps6"
"4781","Mrps7"
"4782","Mrps9"
"4783","Mrrf"
"4784","Mrto4"
"4785","Mrto4"
"4786","Msantd2"
"4787","Msantd3"
"4788","Msantd4"
"4789","Msh2"
"4790","Msh3"
"4791","Msh3"
"4792","Msh6"
"4793","Msi1"
"4794","Msi2"
"4795","Msl1"
"4796","Msl2"
"4797","Msl3"
"4798","Msmo1"
"4799","Msn"
"4800","Msra"
"4801","Msrb2"
"4802","Msto1"
"4803","mt-Co3"
"4804","Mt1"
"4805","Mt2"
"4806","Mt3"
"4807","Mta1"
"4808","Mta1"
"4809","Mta2"
"4810","Mta3"
"4811","Mta3"
"4812","Mtap"
"4813","Mtbp"
"4814","Mtch1"
"4815","Mtch2"
"4816","Mtch2"
"4817","Mtcl1"
"4818","Mtcl1"
"4819","Mtcp1"
"4820","Mtdh"
"4821","Mterf1a"
"4822","Mterf2"
"4823","Mterf3"
"4824","Mterf4"
"4825","Mtf1"
"4826","Mtf2"
"4827","Mtf2"
"4828","Mtfmt"
"4829","Mtfp1"
"4830","Mtfr1"
"4831","Mtfr1l"
"4832","Mtfr1l"
"4833","Mtfr2"
"4834","Mtg1"
"4835","Mtg2"
"4836","Mthfd1"
"4837","Mthfd1l"
"4838","Mthfd2"
"4839","Mthfr"
"4840","Mthfs"
"4841","Mthfsd"
"4842","Mthfsl"
"4843","Mtif2"
"4844","Mtif3"
"4845","Mtm1"
"4846","Mtmr1"
"4847","Mtmr10"
"4848","Mtmr12"
"4849","Mtmr14"
"4850","Mtmr2"
"4851","Mtmr2"
"4852","Mtmr3"
"4853","Mtmr4"
"4854","Mtmr6"
"4855","Mtmr7"
"4856","Mtmr9"
"4857","Mto1"
"4858","Mtor"
"4859","Mtpap"
"4860","Mtpn"
"4861","Mtr"
"4862","Mtrf1"
"4863","Mtrf1l"
"4864","Mtrr"
"4865","Mtss1"
"4866","Mtss1l"
"4867","Mttp"
"4868","Mturn"
"4869","Mtus1"
"4870","Mtus1"
"4871","Mtus2"
"4872","Mtus2"
"4873","Mtx1"
"4874","Mtx2"
"4875","Mul1"
"4876","Mum1"
"4877","Mus81"
"4878","Mut"
"4879","Mutyh"
"4880","Mvb12a"
"4881","Mvd"
"4882","Mvk"
"4883","Mvp"
"4884","Mvp"
"4885","Mxra7"
"4886","Myadm"
"4887","Myb"
"4888","Mybbp1a"
"4889","Mybl2"
"4890","Myc"
"4891","Mycbp"
"4892","Mycbp2"
"4893","Mycl"
"4894","Mycn"
"4895","Myd88"
"4896","Mydgf"
"4897","Myef2"
"4898","Myef2"
"4899","Myeov2"
"4900","Myg1"
"4901","Myh10"
"4902","Myh11"
"4903","Myh13"
"4904","Myh14"
"4905","Myh4"
"4906","Myh7b"
"4907","Myh9"
"4908","Myl12a"
"4909","Myl12b"
"4910","Myl3"
"4911","Myl6"
"4912","Myl6b"
"4913","Myl9"
"4914","Mylpf"
"4915","Mynn"
"4916","Myo10"
"4917","Myo10"
"4918","Myo18a"
"4919","Myo19"
"4920","Myo1b"
"4921","Myo1c"
"4922","Myo1c"
"4923","Myo1c"
"4924","Myo1d"
"4925","Myo1e"
"4926","Myo5a"
"4927","Myo5b"
"4928","Myo5c"
"4929","Myo6"
"4930","Myo9a"
"4931","Myo9b"
"4932","Myo9b"
"4933","Myocd"
"4934","Myof"
"4935","Myom2"
"4936","Mypn"
"4937","Myrf"
"4938","Mysm1"
"4939","Mzt1"
"4940","Mzt2"
"4941","N4bp1"
"4942","N4bp2"
"4943","N4bp2l2"
"4944","N4bp3"
"4945","N6amt1"
"4946","N6amt2"
"4947","Naa10"
"4948","Naa10"
"4949","Naa10"
"4950","Naa11"
"4951","Naa15"
"4952","Naa16"
"4953","Naa20"
"4954","Naa25"
"4955","Naa30"
"4956","Naa35"
"4957","Naa38"
"4958","Naa40"
"4959","Naa50"
"4960","Naalad2"
"4961","Nab1"
"4962","Nab2"
"4963","Nabp1"
"4964","Nabp2"
"4965","Naca"
"4966","Nacc1"
"4967","Nacc2"
"4968","Nadk"
"4969","Nadk2"
"4970","Nadk2"
"4971","Nadsyn1"
"4972","Nae1"
"4973","Naf1"
"4974","Naga"
"4975","Nagk"
"4976","Naglu"
"4977","Nagpa"
"4978","Naif1"
"4979","Nampt"
"4980","Nanog"
"4981","Nanos3"
"4982","Nanp"
"4983","Nans"
"4984","Nap1l1"
"4985","Nap1l4"
"4986","Napa"
"4987","Napb"
"4988","Napepld"
"4989","Napg"
"4990","Naprt"
"4991","Narf"
"4992","Narfl"
"4993","Nars"
"4994","Nars2"
"4995","Nasp"
"4996","Nasp"
"4997","Nasp"
"4998","Nat10"
"4999","Nat2"
"5000","Nat9"
"5001","Natd1"
"5002","Nav1"
"5003","Nav1"
"5004","Nav2"
"5005","Nav3"
"5006","Nbas"
"5007","Nbea"
"5008","Nbeal1"
"5009","Nbeal2"
"5010","Nbn"
"5011","Nbr1"
"5012","Nbr1"
"5013","Ncam1"
"5014","Ncam1"
"5015","Ncapd2"
"5016","Ncapd3"
"5017","Ncapg"
"5018","Ncapg2"
"5019","Ncaph"
"5020","Ncaph2"
"5021","Ncbp1"
"5022","Ncbp2"
"5023","Ncdn"
"5024","Nceh1"
"5025","Ncf2"
"5026","Nck1"
"5027","Nck2"
"5028","Nckap1"
"5029","Nckap1l"
"5030","Nckap5l"
"5031","Nckipsd"
"5032","Ncl"
"5033","Ncln"
"5034","Ncoa1"
"5035","Ncoa2"
"5036","Ncoa3"
"5037","Ncoa5"
"5038","Ncoa6"
"5039","Ncoa7"
"5040","Ncor1"
"5041","Ncor1"
"5042","Ncor1"
"5043","Ncor1"
"5044","Ncor2"
"5045","Ncs1"
"5046","Ncstn"
"5047","Ndc1"
"5048","Ndc80"
"5049","Nde1"
"5050","Ndel1"
"5051","Ndfip1"
"5052","Ndfip2"
"5053","Ndnl2"
"5054","Ndor1"
"5055","Ndrg1"
"5056","Ndrg2"
"5057","Ndrg2"
"5058","Ndrg3"
"5059","Ndufa10"
"5060","Ndufa11"
"5061","Ndufa12"
"5062","Ndufa13"
"5063","Ndufa2"
"5064","Ndufa3"
"5065","Ndufa4"
"5066","Ndufa5"
"5067","Ndufa6"
"5068","Ndufa7"
"5069","Ndufa8"
"5070","Ndufa9"
"5071","Ndufab1"
"5072","Ndufaf1"
"5073","Ndufaf2"
"5074","Ndufaf3"
"5075","Ndufaf4"
"5076","Ndufaf5"
"5077","Ndufaf6"
"5078","Ndufaf7"
"5079","Ndufb10"
"5080","Ndufb11"
"5081","Ndufb3"
"5082","Ndufb4"
"5083","Ndufb5"
"5084","Ndufb6"
"5085","Ndufb7"
"5086","Ndufb8"
"5087","Ndufb9"
"5088","Ndufc2"
"5089","Ndufs1"
"5090","Ndufs1"
"5091","Ndufs2"
"5092","Ndufs3"
"5093","Ndufs4"
"5094","Ndufs5"
"5095","Ndufs6"
"5096","Ndufs7"
"5097","Ndufs8"
"5098","Ndufv1"
"5099","Ndufv2"
"5100","Ndufv3"
"5101","Ndufv3"
"5102","Necap1"
"5103","Necap2"
"5104","Nedd1"
"5105","Nedd4"
"5106","Nedd4"
"5107","Nedd4l"
"5108","Nedd8"
"5109","Nefh"
"5110","Nefl"
"5111","Nefm"
"5112","Neil1"
"5113","Neil2"
"5114","Nek1"
"5115","Nek3"
"5116","Nek4"
"5117","Nek6"
"5118","Nek7"
"5119","Nek8"
"5120","Nek9"
"5121","Nelfa"
"5122","Nelfb"
"5123","Nelfcd"
"5124","Nelfe"
"5125","Nemf"
"5126","Nenf"
"5127","Neo1"
"5128","Nes"
"5129","Net1"
"5130","Neu1"
"5131","Neurl4"
"5132","Nf1"
"5133","Nf1"
"5134","Nf2"
"5135","Nfat5"
"5136","Nfat5"
"5137","Nfatc2"
"5138","Nfatc2ip"
"5139","Nfatc3"
"5140","Nfe2l1"
"5141","Nfe2l2"
"5142","Nfic"
"5143","Nfil3"
"5144","Nfkb1"
"5145","Nfkb2"
"5146","Nfkbib"
"5147","Nfrkb"
"5148","Nfs1"
"5149","Nfu1"
"5150","Nfu1"
"5151","Nfx1"
"5152","Nfx1"
"5153","Nfxl1"
"5154","Nfya"
"5155","Nfyb"
"5156","Nfyc"
"5157","Ngdn"
"5158","Ngfr"
"5159","Ngly1"
"5160","Ngrn"
"5161","Nhej1"
"5162","Nhlrc2"
"5163","Nhlrc3"
"5164","Nhp2"
"5165","Nhp2l1"
"5166","Nhsl1"
"5167","Nhsl1"
"5168","Nid1"
"5169","Nid2"
"5170","Nif3l1"
"5171","Nifk"
"5172","Ninl"
"5173","Nip7"
"5174","Nipbl"
"5175","Nipsnap1"
"5176","Nipsnap3b"
"5177","Nisch"
"5178","Nisch"
"5179","Nit1"
"5180","Nit2"
"5181","Nkap"
"5182","Nkiras2"
"5183","Nkrf"
"5184","Nktr"
"5185","Nkx1-2"
"5186","Nle1"
